6.196080000000000476e-01,3.922000000000000139e-03,2.588239999999999985e-01
6.280660000000000132e-01,1.330300000000000059e-02,2.608230000000000270e-01
6.365239999999999787e-01,2.268399999999999930e-02,2.628220000000000001e-01
6.449829999999999730e-01,3.206500000000000322e-02,2.648209999999999731e-01
6.534410000000000496e-01,4.144599999999999673e-02,2.668200000000000016e-01
6.618990000000000151e-01,5.082699999999999718e-02,2.688200000000000034e-01
6.703580000000000094e-01,6.020799999999999763e-02,2.708189999999999764e-01
6.788159999999999750e-01,6.958899999999999808e-02,2.728180000000000049e-01
6.872740000000000515e-01,7.896999999999999853e-02,2.748169999999999780e-01
6.957320000000000171e-01,8.835099999999999898e-02,2.768169999999999797e-01
7.041910000000000114e-01,9.773199999999999943e-02,2.788160000000000083e-01
7.126489999999999769e-01,1.071129999999999999e-01,2.808149999999999813e-01
7.211070000000000535e-01,1.164940000000000003e-01,2.828140000000000098e-01
7.295660000000000478e-01,1.258749999999999869e-01,2.848140000000000116e-01
7.380240000000000133e-01,1.352559999999999873e-01,2.868129999999999846e-01
7.464819999999999789e-01,1.446369999999999878e-01,2.888120000000000132e-01
7.549400000000000555e-01,1.540179999999999882e-01,2.908109999999999862e-01
7.633990000000000498e-01,1.633989999999999887e-01,2.928100000000000147e-01
7.718570000000000153e-01,1.727799999999999891e-01,2.948100000000000165e-01
7.803149999999999809e-01,1.821609999999999896e-01,2.968089999999999895e-01
7.887739999999999752e-01,1.915419999999999900e-01,2.988080000000000180e-01
7.972320000000000517e-01,2.009229999999999905e-01,3.008069999999999911e-01
8.056900000000000173e-01,2.103039999999999909e-01,3.028069999999999928e-01
8.141479999999999828e-01,2.196849999999999914e-01,3.048060000000000214e-01
8.226069999999999771e-01,2.290659999999999918e-01,3.068049999999999944e-01
8.310650000000000537e-01,2.384469999999999923e-01,3.088040000000000229e-01
8.376780000000000337e-01,2.467509999999999981e-01,3.088810000000000167e-01
8.424449999999999994e-01,2.539790000000000103e-01,3.070359999999999756e-01
8.472129999999999939e-01,2.612070000000000225e-01,3.051900000000000168e-01
8.519799999999999596e-01,2.684349999999999792e-01,3.033449999999999758e-01
8.567470000000000363e-01,2.756629999999999914e-01,3.014990000000000170e-01
8.615150000000000308e-01,2.828910000000000036e-01,2.996539999999999759e-01
8.662819999999999965e-01,2.901190000000000158e-01,2.978089999999999904e-01
8.710499999999999909e-01,2.973469999999999724e-01,2.959629999999999761e-01
8.758169999999999566e-01,3.045749999999999846e-01,2.941179999999999906e-01
8.805840000000000334e-01,3.118029999999999968e-01,2.922719999999999763e-01
8.853520000000000278e-01,3.190310000000000090e-01,2.904269999999999907e-01
8.901189999999999936e-01,3.262590000000000212e-01,2.885809999999999764e-01
8.948869999999999880e-01,3.334869999999999779e-01,2.867359999999999909e-01
8.996539999999999537e-01,3.407149999999999901e-01,2.848899999999999766e-01
9.044210000000000305e-01,3.479430000000000023e-01,2.830449999999999910e-01
9.091890000000000249e-01,3.551710000000000145e-01,2.812000000000000055e-01
9.139559999999999906e-01,3.623990000000000267e-01,2.793539999999999912e-01
9.187239999999999851e-01,3.696269999999999833e-01,2.775090000000000057e-01
9.234909999999999508e-01,3.768549999999999955e-01,2.756629999999999914e-01
9.282580000000000275e-01,3.840830000000000077e-01,2.738180000000000058e-01
9.330260000000000220e-01,3.913110000000000199e-01,2.719719999999999915e-01
9.377929999999999877e-01,3.985389999999999766e-01,2.701270000000000060e-01
9.425609999999999822e-01,4.057669999999999888e-01,2.682809999999999917e-01
9.473279999999999479e-01,4.129950000000000010e-01,2.664360000000000062e-01
9.520950000000000246e-01,4.202230000000000132e-01,2.645910000000000206e-01
9.568630000000000191e-01,4.274510000000000254e-01,2.627450000000000063e-01
9.582469999999999599e-01,4.374469999999999748e-01,2.673590000000000133e-01
9.596310000000000118e-01,4.474429999999999796e-01,2.719719999999999915e-01
9.610149999999999526e-01,4.574389999999999845e-01,2.765859999999999985e-01
9.623990000000000045e-01,4.674360000000000182e-01,2.812000000000000055e-01
9.637829999999999453e-01,4.774320000000000230e-01,2.858129999999999837e-01
9.651669999999999972e-01,4.874279999999999724e-01,2.904269999999999907e-01
9.665510000000000490e-01,4.974239999999999773e-01,2.950400000000000245e-01
9.679349999999999898e-01,5.074199999999999822e-01,2.996539999999999759e-01
9.693190000000000417e-01,5.174159999999999870e-01,3.042679999999999829e-01
9.707040000000000113e-01,5.274130000000000207e-01,3.088810000000000167e-01
9.720879999999999521e-01,5.374090000000000256e-01,3.134950000000000236e-01
9.734720000000000040e-01,5.474050000000000304e-01,3.181080000000000019e-01
9.748559999999999448e-01,5.574010000000000353e-01,3.227220000000000089e-01
9.762399999999999967e-01,5.673970000000000402e-01,3.273360000000000158e-01
9.776240000000000485e-01,5.773930000000000451e-01,3.319489999999999941e-01
9.790079999999999893e-01,5.873890000000000500e-01,3.365630000000000011e-01
9.803920000000000412e-01,5.973859999999999726e-01,3.411759999999999793e-01
9.817759999999999820e-01,6.073819999999999775e-01,3.457899999999999863e-01
9.831600000000000339e-01,6.173779999999999824e-01,3.504039999999999933e-01
9.845439999999999747e-01,6.273739999999999872e-01,3.550170000000000270e-01
9.859280000000000266e-01,6.373699999999999921e-01,3.596309999999999785e-01
9.873129999999999962e-01,6.473659999999999970e-01,3.642449999999999855e-01
9.886970000000000480e-01,6.573630000000000306e-01,3.688580000000000192e-01
9.900809999999999889e-01,6.673590000000000355e-01,3.734720000000000262e-01
9.914650000000000407e-01,6.773550000000000404e-01,3.780850000000000044e-01
9.922339999999999494e-01,6.861979999999999746e-01,3.836220000000000185e-01
9.923880000000000479e-01,6.938870000000000315e-01,3.900810000000000111e-01
9.925410000000000066e-01,7.015759999999999774e-01,3.965400000000000036e-01
9.926949999999999941e-01,7.092659999999999521e-01,4.029989999999999961e-01
9.928489999999999815e-01,7.169550000000000090e-01,4.094579999999999886e-01
9.930029999999999690e-01,7.246439999999999548e-01,4.159169999999999812e-01
9.931560000000000388e-01,7.323340000000000405e-01,4.223759999999999737e-01
9.933100000000000263e-01,7.400229999999999864e-01,4.288350000000000217e-01
9.934640000000000137e-01,7.477120000000000433e-01,4.352940000000000142e-01
9.936180000000000012e-01,7.554020000000000179e-01,4.417530000000000068e-01
9.937719999999999887e-01,7.630909999999999638e-01,4.482119999999999993e-01
9.939249999999999474e-01,7.707800000000000207e-01,4.546709999999999918e-01
9.940790000000000459e-01,7.784699999999999953e-01,4.611299999999999844e-01
9.942330000000000334e-01,7.861590000000000522e-01,4.675889999999999769e-01
9.943870000000000209e-01,7.938490000000000268e-01,4.740480000000000249e-01
9.945410000000000084e-01,8.015379999999999727e-01,4.805070000000000174e-01
9.946939999999999671e-01,8.092270000000000296e-01,4.869669999999999832e-01
9.948479999999999546e-01,8.169170000000000043e-01,4.934259999999999757e-01
9.950020000000000531e-01,8.246059999999999501e-01,4.998850000000000238e-01
9.951560000000000406e-01,8.322950000000000070e-01,5.063440000000000163e-01
9.953089999999999993e-01,8.399849999999999817e-01,5.128030000000000088e-01
9.954629999999999868e-01,8.476740000000000386e-01,5.192620000000000013e-01
9.956169999999999742e-01,8.553629999999999844e-01,5.257209999999999939e-01
9.957709999999999617e-01,8.630529999999999591e-01,5.321799999999999864e-01
9.959249999999999492e-01,8.707420000000000160e-01,5.386389999999999789e-01
9.960780000000000189e-01,8.784309999999999619e-01,5.450979999999999714e-01
9.962320000000000064e-01,8.831989999999999563e-01,5.530950000000000033e-01
9.963859999999999939e-01,8.879660000000000331e-01,5.610920000000000352e-01
9.965399999999999814e-01,8.927340000000000275e-01,5.690889999999999560e-01
9.966939999999999689e-01,8.975009999999999932e-01,5.770859999999999879e-01
9.968470000000000386e-01,9.022679999999999589e-01,5.850830000000000197e-01
9.970010000000000261e-01,9.070359999999999534e-01,5.930800000000000516e-01
9.971550000000000136e-01,9.118030000000000301e-01,6.010769999999999724e-01
9.973090000000000011e-01,9.165710000000000246e-01,6.090729999999999755e-01
9.974629999999999885e-01,9.213379999999999903e-01,6.170700000000000074e-01
9.976159999999999473e-01,9.261049999999999560e-01,6.250670000000000393e-01
9.977700000000000458e-01,9.308729999999999505e-01,6.330639999999999601e-01
9.979240000000000332e-01,9.356400000000000272e-01,6.410609999999999919e-01
9.980780000000000207e-01,9.404080000000000217e-01,6.490580000000000238e-01
9.982309999999999794e-01,9.451749999999999874e-01,6.570549999999999446e-01
9.983849999999999669e-01,9.499419999999999531e-01,6.650519999999999765e-01
9.985389999999999544e-01,9.547099999999999476e-01,6.730490000000000084e-01
9.986930000000000529e-01,9.594770000000000243e-01,6.810460000000000402e-01
9.988470000000000404e-01,9.642450000000000188e-01,6.890429999999999611e-01
9.989999999999999991e-01,9.690119999999999845e-01,6.970399999999999929e-01
9.991539999999999866e-01,9.737789999999999502e-01,7.050370000000000248e-01
9.993079999999999741e-01,9.785469999999999446e-01,7.130330000000000279e-01
9.994619999999999616e-01,9.833140000000000214e-01,7.210299999999999487e-01
9.996159999999999490e-01,9.880820000000000158e-01,7.290269999999999806e-01
9.997690000000000188e-01,9.928489999999999815e-01,7.370240000000000125e-01
9.999230000000000063e-01,9.976159999999999473e-01,7.450210000000000443e-01
9.980780000000000207e-01,9.992309999999999803e-01,7.460210000000000452e-01
9.942330000000000334e-01,9.976930000000000520e-01,7.400229999999999864e-01
9.903880000000000461e-01,9.961550000000000127e-01,7.340250000000000385e-01
9.865439999999999765e-01,9.946169999999999733e-01,7.280280000000000085e-01
9.826989999999999892e-01,9.930799999999999628e-01,7.220299999999999496e-01
9.788540000000000019e-01,9.915420000000000345e-01,7.160320000000000018e-01
9.750100000000000433e-01,9.900039999999999951e-01,7.100349999999999717e-01
9.711649999999999450e-01,9.884659999999999558e-01,7.040370000000000239e-01
9.673199999999999577e-01,9.869280000000000275e-01,6.980389999999999651e-01
9.634759999999999991e-01,9.853899999999999881e-01,6.920420000000000460e-01
9.596310000000000118e-01,9.838519999999999488e-01,6.860439999999999872e-01
9.557860000000000245e-01,9.823140000000000205e-01,6.800460000000000393e-01
9.519419999999999549e-01,9.807770000000000099e-01,6.740479999999999805e-01
9.480969999999999676e-01,9.792389999999999706e-01,6.680509999999999504e-01
9.442519999999999802e-01,9.777010000000000423e-01,6.620530000000000026e-01
9.404080000000000217e-01,9.761630000000000029e-01,6.560550000000000548e-01
9.365630000000000344e-01,9.746249999999999636e-01,6.500580000000000247e-01
9.327180000000000470e-01,9.730870000000000353e-01,6.440599999999999659e-01
9.288739999999999775e-01,9.715489999999999959e-01,6.380620000000000180e-01
9.250289999999999901e-01,9.700119999999999854e-01,6.320649999999999880e-01
9.211840000000000028e-01,9.684739999999999460e-01,6.260670000000000401e-01
9.173390000000000155e-01,9.669360000000000177e-01,6.200689999999999813e-01
9.134949999999999459e-01,9.653979999999999784e-01,6.140719999999999512e-01
9.096499999999999586e-01,9.638600000000000501e-01,6.080740000000000034e-01
9.058049999999999713e-01,9.623220000000000107e-01,6.020759999999999446e-01
9.019610000000000127e-01,9.607839999999999714e-01,5.960779999999999967e-01
8.928869999999999862e-01,9.570929999999999715e-01,5.979240000000000110e-01
8.838139999999999885e-01,9.534030000000000005e-01,5.997689999999999966e-01
8.747399999999999620e-01,9.497120000000000006e-01,6.016150000000000109e-01
8.656669999999999643e-01,9.460210000000000008e-01,6.034599999999999964e-01
8.565939999999999666e-01,9.423300000000000010e-01,6.053060000000000107e-01
8.475200000000000511e-01,9.386390000000000011e-01,6.071509999999999962e-01
8.384470000000000534e-01,9.349480000000000013e-01,6.089970000000000105e-01
8.293730000000000269e-01,9.312570000000000014e-01,6.108419999999999961e-01
8.203000000000000291e-01,9.275660000000000016e-01,6.126869999999999816e-01
8.112260000000000026e-01,9.238750000000000018e-01,6.145329999999999959e-01
8.021530000000000049e-01,9.201850000000000307e-01,6.163779999999999815e-01
7.930800000000000072e-01,9.164940000000000309e-01,6.182239999999999958e-01
7.840059999999999807e-01,9.128030000000000310e-01,6.200689999999999813e-01
7.749329999999999830e-01,9.091120000000000312e-01,6.219149999999999956e-01
7.658589999999999565e-01,9.054210000000000313e-01,6.237599999999999811e-01
7.567859999999999587e-01,9.017300000000000315e-01,6.256059999999999954e-01
7.477120000000000433e-01,8.980390000000000317e-01,6.274509999999999810e-01
7.386390000000000455e-01,8.943480000000000318e-01,6.292959999999999665e-01
7.295660000000000478e-01,8.906570000000000320e-01,6.311419999999999808e-01
7.204920000000000213e-01,8.869669999999999499e-01,6.329869999999999663e-01
7.114190000000000236e-01,8.832759999999999501e-01,6.348329999999999806e-01
7.023449999999999971e-01,8.795849999999999502e-01,6.366779999999999662e-01
6.932719999999999994e-01,8.758939999999999504e-01,6.385239999999999805e-01
6.841979999999999729e-01,8.722029999999999506e-01,6.403689999999999660e-01
6.751249999999999751e-01,8.685119999999999507e-01,6.422149999999999803e-01
6.652829999999999577e-01,8.645909999999999984e-01,6.432139999999999525e-01
6.546710000000000029e-01,8.604380000000000361e-01,6.433680000000000510e-01
6.440599999999999659e-01,8.562859999999999916e-01,6.435220000000000384e-01
6.334490000000000398e-01,8.521339999999999471e-01,6.436760000000000259e-01
6.228369999999999740e-01,8.479820000000000135e-01,6.438289999999999846e-01
6.122260000000000479e-01,8.438290000000000513e-01,6.439829999999999721e-01
6.016150000000000109e-01,8.396770000000000067e-01,6.441369999999999596e-01
5.910029999999999450e-01,8.355249999999999622e-01,6.442909999999999471e-01
5.803920000000000190e-01,8.313730000000000286e-01,6.444440000000000168e-01
5.697809999999999819e-01,8.272199999999999553e-01,6.445980000000000043e-01
5.591699999999999449e-01,8.230680000000000218e-01,6.447519999999999918e-01
5.485579999999999901e-01,8.189159999999999773e-01,6.449059999999999793e-01
5.379469999999999530e-01,8.147640000000000438e-01,6.450599999999999667e-01
5.273360000000000269e-01,8.106109999999999705e-01,6.452130000000000365e-01
5.167239999999999611e-01,8.064590000000000369e-01,6.453670000000000240e-01
5.061130000000000351e-01,8.023069999999999924e-01,6.455210000000000115e-01
4.955019999999999980e-01,7.981549999999999478e-01,6.456749999999999989e-01
4.848899999999999877e-01,7.940019999999999856e-01,6.458289999999999864e-01
4.742790000000000061e-01,7.898500000000000520e-01,6.459819999999999451e-01
4.636680000000000246e-01,7.856980000000000075e-01,6.461360000000000436e-01
4.530569999999999875e-01,7.815459999999999630e-01,6.462900000000000311e-01
4.424449999999999772e-01,7.773930000000000007e-01,6.464440000000000186e-01
4.318339999999999956e-01,7.732409999999999561e-01,6.465969999999999773e-01
4.212230000000000141e-01,7.690890000000000226e-01,6.467509999999999648e-01
4.106110000000000038e-01,7.649369999999999781e-01,6.469049999999999523e-01
4.000000000000000222e-01,7.607840000000000158e-01,6.470590000000000508e-01
3.920029999999999903e-01,7.518650000000000055e-01,6.507500000000000506e-01
3.840060000000000140e-01,7.429449999999999665e-01,6.544410000000000505e-01
3.760089999999999821e-01,7.340250000000000385e-01,6.581310000000000215e-01
3.680120000000000058e-01,7.251060000000000283e-01,6.618220000000000214e-01
3.600149999999999739e-01,7.161859999999999893e-01,6.655130000000000212e-01
3.520179999999999976e-01,7.072659999999999503e-01,6.692040000000000211e-01
3.440219999999999945e-01,6.983470000000000510e-01,6.728950000000000209e-01
3.360250000000000181e-01,6.894270000000000120e-01,6.765860000000000207e-01
3.280279999999999863e-01,6.805069999999999730e-01,6.802770000000000206e-01
3.200310000000000099e-01,6.715879999999999628e-01,6.839680000000000204e-01
3.120339999999999780e-01,6.626680000000000348e-01,6.876590000000000202e-01
3.040370000000000017e-01,6.537490000000000245e-01,6.913489999999999913e-01
2.960400000000000253e-01,6.448289999999999855e-01,6.950399999999999912e-01
2.880429999999999935e-01,6.359089999999999465e-01,6.987309999999999910e-01
2.800460000000000171e-01,6.269900000000000473e-01,7.024219999999999908e-01
2.720489999999999853e-01,6.180700000000000083e-01,7.061129999999999907e-01
2.640520000000000089e-01,6.091499999999999693e-01,7.098039999999999905e-01
2.560549999999999771e-01,6.002309999999999590e-01,7.134949999999999903e-01
2.480580000000000007e-01,5.913110000000000310e-01,7.171859999999999902e-01
2.400619999999999976e-01,5.823909999999999920e-01,7.208769999999999900e-01
2.320649999999999935e-01,5.734719999999999818e-01,7.245669999999999611e-01
2.240679999999999894e-01,5.645520000000000538e-01,7.282579999999999609e-01
2.160710000000000131e-01,5.556320000000000148e-01,7.319489999999999608e-01
2.080740000000000089e-01,5.467130000000000045e-01,7.356399999999999606e-01
2.000770000000000048e-01,5.377929999999999655e-01,7.393309999999999604e-01
1.994620000000000004e-01,5.289500000000000313e-01,7.390999999999999792e-01
2.062279999999999947e-01,5.201850000000000085e-01,7.349480000000000457e-01
2.129949999999999899e-01,5.114189999999999570e-01,7.307960000000000012e-01
2.197620000000000129e-01,5.026530000000000165e-01,7.266439999999999566e-01
2.265280000000000071e-01,4.938870000000000204e-01,7.224909999999999943e-01
2.332950000000000024e-01,4.851210000000000244e-01,7.183389999999999498e-01
2.400619999999999976e-01,4.763549999999999729e-01,7.141870000000000163e-01
2.468279999999999919e-01,4.675889999999999769e-01,7.100349999999999717e-01
2.535950000000000149e-01,4.588240000000000096e-01,7.058820000000000094e-01
2.603610000000000091e-01,4.500580000000000136e-01,7.017299999999999649e-01
2.671279999999999766e-01,4.412920000000000176e-01,6.975780000000000314e-01
2.738949999999999996e-01,4.325260000000000216e-01,6.934259999999999868e-01
2.806609999999999938e-01,4.237600000000000255e-01,6.892730000000000246e-01
2.874280000000000168e-01,4.149939999999999740e-01,6.851209999999999800e-01
2.941949999999999843e-01,4.062279999999999780e-01,6.809690000000000465e-01
3.009609999999999785e-01,3.974630000000000107e-01,6.768170000000000019e-01
3.077280000000000015e-01,3.886970000000000147e-01,6.726640000000000397e-01
3.144939999999999958e-01,3.799310000000000187e-01,6.685119999999999951e-01
3.212610000000000188e-01,3.711650000000000227e-01,6.643599999999999506e-01
3.280279999999999863e-01,3.623990000000000267e-01,6.602080000000000171e-01
3.347939999999999805e-01,3.536329999999999751e-01,6.560550000000000548e-01
3.415610000000000035e-01,3.448669999999999791e-01,6.519030000000000102e-01
3.483280000000000265e-01,3.361009999999999831e-01,6.477509999999999657e-01
3.550940000000000207e-01,3.273360000000000158e-01,6.435990000000000322e-01
3.618609999999999882e-01,3.185700000000000198e-01,6.394459999999999589e-01
3.686269999999999825e-01,3.098040000000000238e-01,6.352940000000000254e-01
