0,1,2,3,4,5,6,7,8,9
2.4193449571010452,4.528061742663955,2.7358737587680197,6.415910978445725,4.700481805764156,5.728625987882118,7.695090651206067,6.509804326056463,4.8951546358531335,4.004459783057465
5.152520204654419,7.143968529498624,6.5709617045319915,5.761021099126585,9.865273354692519,6.670578108069245,8.080143341800664,7.5756485938677836,11.133541620357821,11.191423205088784
2.133265865735443,1.7717723768173994,2.0134177875860777,2.2190394564272884,2.811138854415763,1.8786925223747426,2.231453953065786,9.385392042133228,10.366577251270126,3.011864094295861
5.045915079251112,5.593901302827659,7.491286064087758,8.747252494465107,5.126799713647966,8.520899637369382,5.01221076713561,9.484182010490564,11.240912533282998,15.52435300317651
5.489435192617152,7.3299487797191825,8.098724257672114,9.435806406573397,5.0122426365225445,7.861567806561469,12.297945026543369,8.47048722186656,12.937592228849397,10.834982442784058
7.456142873747721,7.407936388497214,6.1036306274969165,6.415942956948529,6.616240985904888,7.53135831773241,13.174857935164557,11.495838000109252,13.966150862152196,12.044540637054968
8.200187462820276,9.357256483260034,10.29878195440957,11.387144230748973,11.560473623136303,7.574172912269596,9.684661679898594,7.308898974944638,12.329478546075691,15.501095357784699
1.0966087220939422,1.5477730429315495,2.3010187584119652,2.1743456473372866,5.396130358750248,3.14604576737551,5.7505274734829674,5.292299626244348,6.691776055224755,11.029700895805602
6.7823466067616955,5.324284915242993,8.002866196021882,6.6634132046401255,5.557485623051054,7.336907804753843,8.794864892079374,13.360795609381588,8.623937509649318,5.13207876525112
8.623985755389748,7.322596087361083,8.702779549800734,11.085991276654312,9.846045599510804,9.722109128617006,12.952133460645117,7.177387993647826,12.585635896393892,11.392693991613184
2.860922775869578,3.326768554665131,1.1920929624125622,1.9156574167404665,3.501475989377448,5.28448613163291,3.469023259352755,4.131553705441787,9.988528545844789,11.18272685651659
4.770118078694029,6.6088883387113935,5.175627393918889,4.3977376627949845,6.912282181346242,8.027897490269877,10.639997831889861,12.396066075388754,11.510344985802693,12.105549195563155
9.341282192784746,10.036870418065327,10.731527355153162,12.683855290062322,10.066310678238155,8.506223230835262,9.781903679064259,9.926715377849943,11.546751544293887,16.652416679198776
4.113521626142068,5.305773858006185,6.894704419607381,5.270236537556507,4.350551343242437,5.475664920209894,4.632561720457933,11.026990300562467,5.660712475620118,6.085861298526389
8.538858234748778,9.352562127794988,9.09803861854708,11.397275690916334,7.3307607306162375,12.881728889045682,11.245622488492426,9.631655390783013,15.054386831363633,14.041161131043648
7.863500586953626,6.312082342230959,8.06793946969093,8.272961297098828,9.606480421420516,7.474149573374268,6.231475015754944,10.734367780842065,9.557582818310813,15.52820400854862
4.867703532424205,5.215509527100389,6.253001558961612,6.534233782656377,9.314647278951728,8.80907745257502,7.693297994747526,5.836750694449469,9.891592085559903,11.993182856982328
2.4278262900532264,3.8845139382323985,1.7778030215593934,3.046107397323145,3.3435133490291276,2.9421745938748876,3.716520849220041,5.15769097201713,6.287846727198919,3.8320897237104448
7.253812995307891,7.87648831782837,7.48583847719563,8.527236182061479,10.75527939277611,10.665220686997626,14.415107945054835,11.879489336496523,12.352575837613266,13.85891430121654
5.372904652668927,5.78793716372578,6.094928039619182,6.908353435455775,5.961649740106531,8.738203165504906,8.495672231907275,6.690049927979455,6.396019280182153,4.7609677394353325
6.656860173591599,6.037302766954139,6.589647695577035,6.29019118904397,7.537956246418096,8.123110349388071,10.396174591879529,12.741968157640423,12.094197220925604,7.705049616648746
6.688317075873928,7.121179857474728,6.771942337559457,8.094082474328708,7.8169465692669196,6.025241685933832,9.769764402138787,13.596235772149758,12.514214480499923,6.937829768401038
3.226243603014695,5.701130535953345,6.2397424309297,6.601451642549407,7.205066621575604,3.8708389986693583,9.037404807269528,4.67266958358677,4.5094685449820595,7.34672947058498
3.000723287213355,5.454854642029407,3.5735953395660154,6.553697662228475,6.222981145596931,7.694794077505287,7.461392379989431,11.363965619368894,6.704566396895456,8.30700371819161
3.6391214898308584,5.1564833653745765,4.069697797581276,6.839894615674524,3.4752262450463514,4.4363880327754694,6.2581093702291755,4.096493846700322,4.980485131536531,11.985870132101644
4.703524667282925,4.6349148988034345,7.012042785543851,6.765918930636023,7.503891508217077,9.418087978184499,9.30881296969472,6.3062592080898465,4.094700156258963,9.867090337837878
5.336516583534897,6.339232970283966,4.678693723612901,7.0487704423965525,9.189367443778359,5.573665908876621,6.174808258213038,7.7027480754101205,9.571588887242203,14.571668179361513
7.111108689270273,8.577904231727484,8.335964752096814,8.272724395627007,7.689413068812874,8.134371514773543,11.778567493546257,7.544180734937401,7.345497026412578,8.274862922838354
9.26357705727502,9.078327553628881,8.735103150140578,9.589749470779468,8.451339267346663,10.660717839617998,14.031990035282373,11.87802278668977,12.363308212486917,8.293944900765492
4.526988642731152,4.2182480925447985,4.169937899302984,8.151395340441184,7.949544360224753,9.06158178072754,4.988252767133135,7.177687684536437,12.908024033440048,8.627652419196341
8.748555678278795,9.79121130184789,7.023523380098224,9.0811672373508,10.224096992513635,9.126130934782834,9.796075809386604,10.095351089271913,9.253621190124065,7.278021882162587
4.3812061044606185,5.899064951139749,3.1364886588228864,7.129823862338139,6.009524754132718,3.118975653315369,3.511700829024564,7.570972455277076,4.019937516274578,6.160617176143148
8.519162012031586,10.818031602927933,9.671907187659144,9.370911429066037,13.187648769317835,13.892273546479448,13.34926951401838,9.190733474816133,16.680562059240636,12.711712780692533
7.4849941107095646,8.094751784181902,8.325117399968718,9.686963704971506,10.488703134734816,8.813862668000889,9.603512185666533,6.847179145158146,9.617598527824606,15.462012181727932
8.416093715361665,10.174380860648247,10.871420418953347,8.944933301028069,12.227576257175953,12.00657612924775,15.253259758061791,11.377826709428167,15.381753899025707,17.01161315873368
7.716067977929144,7.649450200422782,8.3108602341397,10.138258658945034,8.42312435658324,12.23261715419669,9.194966700562443,13.646464669548752,10.131636421144625,12.385080867092235
8.651332484346414,8.409288193963498,9.221970896138881,8.647933588740386,9.590796951362652,7.374323193818347,10.864847767454041,10.907266630212089,9.91644256932052,8.845956425552062
3.6435135492337976,3.8560614094195325,4.290552762177421,6.8878113745380025,7.9518732840226605,8.57719861638547,6.134577424358697,10.815744382048734,8.726676353805122,13.641667345661174
8.234732423944331,10.197365247404544,10.094103969168682,10.4736019554995,12.192261489985613,13.078916325211587,14.17975188273433,10.99354790409805,11.713332495800085,14.356367396992773
